frame,ID,xmin,ymin,xmax,ymax
52,86,469,303,489,323
52,87,9,158,37,169
52,89,142,287,160,305
52,90,340,214,359,238
52,93,73,112,82,132
52,94,476,295,500,315
52,95,328,223,347,239
53,1,578,446,589,480
53,2,600,439,610,453
53,3,587,423,607,433
53,5,193,437,213,457
53,6,573,311,585,345
53,10,209,60,224,82
53,16,141,-179,145,-171
53,17,-21,154,4,167
53,18,124,148,151,159
53,19,321,296,332,323
53,25,74,38,92,45
53,26,320,-16,328,-12
53,27,615,23,629,36
53,28,380,175,399,191
53,31,122,340,138,360
53,36,443,143,429,108
53,38,366,66,373,83
53,41,70,191,82,213
53,43,139,-165,127,-186
53,45,107,79,115,87
53,47,530,40,545,48
53,49,447,157,469,177
53,50,395,26,414,44
53,51,448,153,463,175
53,55,70,56,36,40
53,57,459,362,469,380
53,59,540,42,556,59
53,62,483,239,493,265
53,65,428,330,445,360
53,72,230,299,243,317
53,73,13,184,22,188
53,78,483,227,497,254
53,79,343,182,367,198
53,81,382,388,392,404
53,83,483,45,505,59
53,84,504,254,517,281
53,85,21,89,29,99
53,86,472,299,492,320
53,87,6,158,35,168
53,89,144,285,161,302
53,90,337,219,356,243
53,93,71,114,80,129
53,94,481,289,505,310
53,95,321,226,340,242
54,1,578,446,589,480
54,2,600,439,610,453
54,3,587,423,607,433
54,5,190,439,210,459
54,6,573,310,585,345
54,9,309,232,336,245
54,10,210,56,225,79
54,16,144,-185,147,-177
54,17,-22,154,3,167
54,18,119,149,146,160
54,19,321,299,332,326
54,25,74,38,91,45
54,26,317,-17,324,-13
54,27,615,23,629,36
54,28,379,176,399,192
54,31,124,342,140,362
54,36,445,144,431,108
54,38,365,66,374,83
54,41,69,189,81,212
54,43,142,-170,129,-192
54,45,110,76,117,84
54,47,534,39,548,47
54,49,450,156,471,174
54,50,393,24,411,42
54,51,449,149,464,171
54,57,459,362,470,380
54,59,540,42,557,59
54,62,483,241,493,266
54,65,429,328,446,359
54,72,234,303,246,320
54,73,9,185,18,189
54,78,483,229,498,256
54,79,339,184,363,200
54,81,382,388,392,404
54,83,485,46,508,61
54,84,504,256,517,284
54,85,20,92,27,101
54,86,476,296,496,317
54,87,4,157,33,167
54,89,145,284,161,301
54,90,334,223,353,247
54,93,70,115,77,127
54,94,486,285,508,304
54,95,316,229,335,244
54,96,118,339,139,348
55,1,578,445,590,480
55,2,600,439,611,453
55,3,587,423,607,433
55,5,186,441,206,461
55,6,573,310,585,345
55,9,305,234,330,246
55,10,214,54,227,73
55,16,146,-191,150,-183
55,17,-23,154,3,168
55,18,114,150,140,160
55,19,321,303,332,329
55,25,74,38,91,45
55,26,314,-17,321,-14
55,27,616,23,629,36
55,28,378,176,398,193
55,31,126,344,142,364
55,38,366,67,374,83
55,41,68,188,81,211
55,43,144,-175,131,-199
55,45,113,73,119,81
55,47,538,38,552,45
55,49,454,154,474,170
55,50,393,22,410,40
55,51,450,145,465,166
55,57,459,362,470,380
55,59,540,42,556,59
55,62,483,243,493,269
55,72,237,306,251,323
55,73,5,185,13,189
55,78,484,230,498,258
55,79,336,186,360,203
55,81,382,388,391,404
55,83,487,46,509,61
55,84,505,259,518,287
55,85,19,95,26,103
55,86,479,293,499,314
55,87,2,156,31,167
55,89,145,283,160,300
55,90,330,227,350,252
55,93,69,116,74,126
55,95,312,232,330,247
55,96,121,339,140,347
55,97,25,157,40,176
56,1,578,445,589,480
56,2,600,439,611,453
56,3,587,423,607,433
56,5,183,443,203,463
56,6,572,319,582,350
56,9,299,236,324,248
56,10,217,50,229,68
56,17,-24,154,2,168
56,18,109,151,135,161
56,19,322,306,332,331
56,25,74,38,91,45
56,26,310,-18,317,-14
56,27,616,23,629,36
56,28,377,178,397,193
56,31,127,346,144,366
56,38,366,67,374,83
56,41,67,187,79,209
56,43,147,-180,132,-205
56,45,115,71,121,78
56,47,542,37,556,44
56,49,457,152,476,168
56,50,393,22,409,38
56,51,452,141,466,162
56,57,459,362,470,380
56,59,539,42,557,60
56,62,482,246,493,273
56,72,241,310,254,327
56,73,2,186,9,190
56,78,484,232,499,261
56,79,332,188,356,205
56,81,382,387,391,404
56,83,489,47,511,62
56,84,506,263,518,291
56,85,18,98,24,105
56,86,483,289,503,311
56,87,0,155,28,166
56,89,145,284,159,300
56,90,327,232,347,257
56,93,68,117,72,124
56,95,308,234,325,249
56,96,122,338,142,346
56,97,27,157,44,178
56,98,53,116,78,126
57,1,578,445,590,479
57,2,600,439,610,453
57,3,587,423,606,433
57,5,179,445,200,465
57,6,572,321,582,350
57,9,292,237,317,249
57,10,220,44,232,63
57,17,-24,155,2,168
57,18,104,152,130,162
57,19,322,309,332,334
57,25,74,38,92,45
57,26,307,-18,314,-15
57,27,616,23,629,36
57,28,375,179,394,194
57,31,129,348,145,368
57,38,366,68,374,84
57,41,66,186,78,207
57,43,149,-186,134,-211
57,45,118,68,123,74
57,47,546,36,560,43
57,49,461,150,480,165
57,50,394,23,410,39
57,51,453,137,468,158
57,57,459,362,470,380
57,59,539,42,557,60
57,62,482,249,492,275
57,72,243,313,257,330
57,73,-1,187,4,190
57,78,485,234,500,263
57,79,328,190,352,207
57,81,382,387,391,404
57,83,491,49,513,63
57,84,507,268,518,294
57,85,17,100,22,107
57,86,486,286,507,307
57,87,-2,155,26,165
57,89,143,284,158,302
57,90,324,236,344,261
57,93,67,118,69,122
57,95,303,237,320,251
57,96,122,337,144,346
57,97,27,157,45,179
57,98,50,115,77,125
58,1,578,445,590,480
58,2,600,439,611,453
58,3,587,423,606,433
58,5,176,447,197,468
58,6,573,324,582,350
58,9,286,238,312,251
58,10,222,40,235,61
58,17,-25,155,1,169
58,18,100,152,126,162
58,19,322,311,332,337
58,25,74,38,91,45
58,26,304,-19,310,-16
58,27,615,23,629,36
58,28,371,181,391,196
58,31,131,350,147,370
58,38,366,67,373,83
58,41,66,185,78,206
58,43,151,-191,136,-218
58,45,121,66,126,71
58,47,550,34,563,41
58,49,466,148,484,162
58,50,396,26,410,40
58,51,454,133,469,154
58,57,459,362,470,380
58,59,539,42,557,60
58,62,482,252,492,278
58,72,246,315,259,331
58,73,-5,188,0,190
58,78,485,236,500,265
58,79,324,192,349,209
58,81,381,387,391,404
58,83,493,49,515,64
58,84,504,263,519,298
58,85,16,103,21,109
58,86,490,283,510,304
58,87,-4,154,24,165
58,89,143,287,157,303
58,90,321,240,341,266
58,93,66,119,67,121
58,95,299,240,315,253
58,96,121,336,146,346
58,97,29,157,47,179
58,98,44,114,72,125
59,1,578,445,590,480
59,2,600,439,610,453
59,3,586,423,607,433
59,5,173,449,193,470
59,6,573,325,582,351
59,9,279,241,303,252
59,10,224,35,238,56
59,17,-26,155,1,169
59,18,93,153,120,164
59,19,322,314,332,340
59,25,74,38,92,45
59,26,301,-20,307,-17
59,27,615,23,629,36
59,28,366,184,387,198
59,31,132,351,149,372
59,38,366,67,373,83
59,41,65,182,77,204
59,43,154,-196,138,-224
59,45,123,63,128,68
59,47,554,33,567,40
59,49,473,146,491,158
59,50,395,26,409,39
59,51,456,129,470,149
59,57,459,362,470,380
59,59,539,42,557,60
59,62,481,258,491,282
59,72,249,320,263,336
59,73,-8,189,-4,191
59,78,486,238,501,267
59,79,321,194,345,212
59,81,381,387,391,404
59,83,495,51,516,65
59,84,506,273,519,304
59,85,15,106,19,111
59,86,493,279,514,301
59,87,-7,153,21,164
59,89,144,286,158,302
59,93,65,120,64,119
59,95,295,243,310,255
59,96,125,333,151,345
59,97,34,160,49,177
59,98,35,111,66,123
